  1    -4.854885     3.800615 
  2    -3.861919     1.816412 
  3    -5.766577     8.276808 
  4    -4.320655     3.110620 
  5    -5.802289     5.350509 
  6    -3.391027     1.915319 
  7    -3.998006     2.018027 
  8    -4.146892     4.389602 
  9    -6.018355     7.534238 
 10    -5.432867     3.459727 
 11    -4.439337     3.762338 
 12    -3.847476     1.635964 
 13    -5.900350     4.466476 
 14    -4.584425     1.753615 
 15    -4.749378     8.625968 
 16    -2.915727     2.104342 
 17    -4.892409     3.993952 
 18    -4.599039     4.698478 
 19    -5.019941     7.376657 
 20    -4.111922     3.124663 
 21    -5.969631     5.853328 
 22    -4.829599     4.077664 
 23    -4.236510     6.086142 
 24    -4.483864     3.865454 
 25    -7.228125     7.260380 
 26    -4.999660     5.085259 
 27    -3.613438     3.920852 
 28    -3.993588     2.197624 
 29    -4.779980     3.414591 
 30    -4.287062     3.275860 
 31    -4.639747     7.306651 
 32    -5.281362     4.712525 
 33    -4.305051     1.625295 
 34    -5.762136     5.205624 
 35    -4.792035     2.844805 
 36    -5.741873     3.929409 
 37    -4.877795     3.072430 
 38    -3.654404     2.417470 
 39    -2.975388     1.310615 
 40    -3.904734     2.080378 
 41    -4.262654     4.037152 
 42    -5.717956     5.063409 
 43    -4.572706     1.644679 
 44    -5.365431     3.751858 
 45    -5.617422     4.564746 
 46    -4.209898     3.638430 
 47    -5.770271     4.592820 
 48    -4.971099     2.900010 
 49    -4.943410     3.576006 
 50    -5.484169     7.346964 
 51    -3.329708     1.665204 
 52    -4.489508     7.714751 
 53    -3.706596     1.974937 
 54    -4.430986     4.460222 
 55    -6.800039     6.993813 
 56    -4.147690     1.746544 
 57    -4.894011     5.022441 
 58    -5.121878     4.545902 
 59    -5.041349     6.316267 
 60    -5.167675     4.076478 
 61    -4.368470     2.455725 
 62    -3.974830     3.116305 
 63    -4.411911     2.659714 
 64    -4.650884     2.424066 
 65    -3.828561     1.866065 
 66    -3.872333     2.469652 
 67    -3.936364     2.022683 
 68    -4.652855     4.946009 
 69    -4.330698     2.092759 
 70    -3.449452     1.324566 
 71    -4.140028     1.737355 
 72    -4.463218     4.307408 
 73    -4.648047     2.661147 
 74    -3.632043     1.785062 
 75    -3.324150     1.862409 
 76    -5.260458     4.109853 
 77    -4.888761     4.559095 
 78    -4.032760     4.195795 
 79    -3.955447     2.230081 
 80    -5.180390     6.618343 
 81    -2.670013     1.091329 
 82    -3.318127     1.476443 
 83    -4.864939     3.647235 
 84    -4.195520     3.721511 
 85    -4.141877     2.067847 
 86    -4.625905     5.934200 
 87    -4.136241     2.114848 
 88    -4.368521     2.044675 
 89    -4.591209     2.162661 
 90    -5.144782     4.016907 
 91    -4.420592     5.068695 
 92    -3.936102     3.857251 
 93    -3.704717     1.660906 
 94    -4.757791     3.564345 
 95    -5.951664     8.291723 
 96    -3.927053     1.619644 
 97    -4.343248     3.908374 
 98    -6.033291     7.781608 
 99    -3.368896     1.608184 
100    -6.132559     6.710267 
101    -5.159034     6.446119 
102    -3.838464     1.097445 
103    -5.384966     3.723734 
104    -3.295207     2.037085 
105    -4.135401     2.736767 
106    -4.748902     4.408678 
107    -2.897190     1.449253 
108    -4.437129     3.477939 
109    -3.876122     3.073755 
110    -5.562479     5.420473 
111    -4.041370     6.974683 
112    -4.147094     3.555146 
113    -4.114252     2.339430 
114    -3.187938     1.100536 
115    -4.718974     2.736982 
116    -3.777690     1.877442 
117    -4.462330     4.286648 
118    -2.418719     1.651521 
119    -4.530491     1.979266 
120    -3.829947     1.865762 
121    -2.842208     1.563107 
122    -4.400994     3.805597 
123    -3.154669     1.410309 
124    -3.905326     2.828931 
125    -3.422031     1.073632 
126    -3.594227     0.795889 
127    -4.873748     5.338142 
128    -5.188401     6.682187 
129    -5.534667     5.330665 
130    -6.323848     6.753782 
131    -5.433901     4.045090 
132    -5.581278     6.432851 
133    -3.605647     1.633120 
134    -6.649138     7.354787 
135    -4.945774     2.989723 
136    -4.231653     5.311109 
137    -5.972413     6.610886 
138    -4.257861     1.490129 
139    -3.627687     2.569042 
140    -3.234596     1.338867 
141    -3.925574     4.723503 
142    -4.443295     4.103625 
143    -3.371872     1.469125 
144    -3.929714     1.540399 
145    -4.431355     3.620411 
146    -5.229816     4.477556 
147    -2.936595     1.686586 
148    -5.129765     6.840322 
149    -5.137371     3.419858 
150    -4.024940     2.394571 
151    -5.085109     7.099997 
152    -3.448392     1.679418 
153    -5.922931     5.168844 
154    -4.531755     3.741684 
155    -3.941697     2.919860 
156    -5.252483     2.663846 
157    -3.877957     3.646023 
158    -6.096010     8.155640 
159    -4.508483     7.379571 
160    -5.221645     4.853798 
161    -3.575474     1.914375 
162    -4.946184     3.077372 
163    -3.837401     1.400317 
164    -5.238098     4.095170 
165    -4.613754     2.719572 
166    -4.112541     4.096945 
167    -5.503965     5.250937 
168    -5.137719     4.334380 
169    -4.247923     4.249088 
170    -5.532506     5.468071 
171    -5.148623     5.098331 
172    -3.340078     2.403306 
173    -5.372480     5.812834 
174    -6.178453     6.339938 
175    -4.460565     2.496705 
176    -2.894410     3.933698 
177    -4.583710     4.353717 
178    -4.522450     3.895179 
179    -4.632125     2.808141 
180    -6.160655     6.793727 
181    -6.345899     6.783193 
182    -5.998677     4.382763 
183    -3.396236     1.111148 
184    -4.545574     2.072171 
185    -6.150519     5.026239 
186    -6.570787     8.467736 
187    -4.326702     3.846926 
188    -5.202986     4.536905 
189    -3.872464     1.510571 
190    -4.471338     4.708699 
191    -4.410012     5.325499 
192    -4.078883     2.627231 
193    -5.601639     5.030217 
194    -5.800834     5.305237 
195    -5.646879     4.348405 
196    -4.676209     4.673580 
197    -4.875180     4.400373 
198    -5.051092     3.426894 
199    -4.736178     3.973981 
200    -4.899359     3.530043 
201    -6.223279     6.942633 
202    -4.718793     3.091984 
203    -4.119082     1.776010 
204    -5.400947     6.550817 
205    -4.129097     1.805640 
206    -4.182427     2.304056 
207    -4.351698     2.531331 
208    -5.417553     4.860070 
209    -5.548997     9.816752 
210    -6.004187     5.022402 
211    -4.198295     1.816197 
212    -4.432397     2.661162 
213    -3.290328     1.737222 
214    -5.284127     4.884053 
215    -4.448035     5.953480 
216    -5.465588     7.795739 
